"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Jordan","Production","2014","tonnes","39902.00",""
"Jordan","Production","2013","tonnes","40635.00",""
"Jordan","Production","2012","tonnes","36377.00",""
"Jordan","Production","2011","tonnes","39653.00",""
"Jordan","Production","2010","tonnes","28770.00",""
"Jordan","Production","2009","tonnes","31111.00",""
"Jordan","Production","2008","tonnes","34913.00",""
"Jordan","Production","2007","tonnes","31523.00",""
"Jordan","Production","2006","tonnes","46381.00",""
"Jordan","Production","2005","tonnes","45563.00",""
"Jordan","Production","2004","tonnes","42424.00",""
"Jordan","Production","2003","tonnes","41754.00",""
"Jordan","Production","2002","tonnes","39230.00",""
"Jordan","Production","2001","tonnes","37134.00",""
"Jordan","Production","2000","tonnes","37468.00",""
"Jordan","Production","1999","tonnes","31035.00",""
"Jordan","Production","1998","tonnes","38527.00",""
"Jordan","Production","1997","tonnes","31010.00",""
"Jordan","Production","1996","tonnes","32827.00",""
"Jordan","Production","1995","tonnes","41933.00",""
"Jordan","Production","1994","tonnes","27774.00",""
"Jordan","Production","1993","tonnes","17509.00",""
"Jordan","Production","1992","tonnes","18785.00",""
"Jordan","Production","1991","tonnes","6690.00",""
"Jordan","Production","1990","tonnes","11896.00",""
"Jordan","Production","1989","tonnes","5128.00",""
"Jordan","Production","1988","tonnes","4800.00",""
"Jordan","Production","1987","tonnes","892.00",""
"Jordan","Production","1986","tonnes","1126.00",""
"Jordan","Production","1985","tonnes","500.00","F"
"Jordan","Production","1984","tonnes","511.00",""
"Jordan","Production","1983","tonnes","300.00","F"
"Jordan","Production","1982","tonnes","203.00",""
"Jordan","Production","1981","tonnes","176.00",""
"Jordan","Production","1980","tonnes","489.00",""
"Jordan","Production","1979","tonnes","851.00",""
"Jordan","Production","1978","tonnes","529.00",""
"Jordan","Production","1977","tonnes","490.00",""
"Jordan","Production","1976","tonnes","505.00",""
"Jordan","Production","1975","tonnes","917.00",""
"Jordan","Production","1974","tonnes","3944.00",""
"Jordan","Production","1973","tonnes","348.00",""
"Jordan","Production","1972","tonnes","2900.00",""
"Jordan","Production","1971","tonnes","564.00",""
"Jordan","Production","1970","tonnes","2200.00",""
"Jordan","Production","1969","tonnes","1950.00",""
"Jordan","Production","1968","tonnes","1500.00",""
"Jordan","Production","1967","tonnes","2000.00",""
"Jordan","Production","1966","tonnes","6200.00",""
"Jordan","Production","1965","tonnes","4538.00",""
"Jordan","Production","1964","tonnes","4986.00",""
"Jordan","Production","1963","tonnes","3225.00",""
"Jordan","Production","1962","tonnes","3621.00",""
"Jordan","Production","1961","tonnes","3000.00",""
"Kazakhstan","Area harvested","2018","ha","34680.00",""
"Kazakhstan","Area harvested","2017","ha","32955.00",""
"Kazakhstan","Area harvested","2016","ha","32463.00",""
"Kazakhstan","Area harvested","2015","ha","31645.00",""
"Kazakhstan","Area harvested","2014","ha","30352.00",""
"Kazakhstan","Area harvested","2013","ha","30290.00",""
"Kazakhstan","Area harvested","2012","ha","30282.00",""
"Kazakhstan","Area harvested","2011","ha","29127.00",""
"Kazakhstan","Area harvested","2010","ha","29700.00",""
"Kazakhstan","Area harvested","2009","ha","26100.00",""
"Kazakhstan","Area harvested","2008","ha","25800.00",""
"Kazakhstan","Area harvested","2007","ha","24400.00",""
"Kazakhstan","Area harvested","2006","ha","26200.00",""
"Kazakhstan","Area harvested","2005","ha","34100.00",""
"Kazakhstan","Area harvested","2004","ha","36361.00",""
"Kazakhstan","Area harvested","2003","ha","39200.00",""
"Kazakhstan","Area harvested","2002","ha","39866.00",""
"Kazakhstan","Area harvested","2001","ha","41210.00",""
"Kazakhstan","Area harvested","2000","ha","43800.00",""
"Kazakhstan","Area harvested","1999","ha","40000.00",""
"Kazakhstan","Area harvested","1998","ha","40500.00",""
"Kazakhstan","Area harvested","1997","ha","43500.00",""
"Kazakhstan","Area harvested","1996","ha","45000.00",""
"Kazakhstan","Area harvested","1995","ha","43000.00",""
"Kazakhstan","Area harvested","1994","ha","43000.00",""
"Kazakhstan","Area harvested","1993","ha","46500.00",""
"Kazakhstan","Area harvested","1992","ha","50500.00",""
"Kazakhstan","Yield","2018","hg/ha","64152.00","Fc"
"Kazakhstan","Yield","2017","hg/ha","54941.00","Fc"
"Kazakhstan","Yield","2016","hg/ha","57943.00","Fc"
"Kazakhstan","Yield","2015","hg/ha","46630.00","Fc"
"Kazakhstan","Yield","2014","hg/ha","52013.00","Fc"
"Kazakhstan","Yield","2013","hg/ha","47493.00","Fc"
"Kazakhstan","Yield","2012","hg/ha","42831.00","Fc"
"Kazakhstan","Yield","2011","hg/ha","39363.00","Fc"
"Kazakhstan","Yield","2010","hg/ha","36077.00","Fc"
"Kazakhstan","Yield","2009","hg/ha","45199.00","Fc"
"Kazakhstan","Yield","2008","hg/ha","36547.00","Fc"
"Kazakhstan","Yield","2007","hg/ha","41664.00","Fc"
"Kazakhstan","Yield","2006","hg/ha","44130.00","Fc"
"Kazakhstan","Yield","2005","hg/ha","41701.00","Fc"
"Kazakhstan","Yield","2004","hg/ha","40945.00","Fc"
"Kazakhstan","Yield","2003","hg/ha","23750.00","Fc"
"Kazakhstan","Yield","2002","hg/ha","27706.00","Fc"
"Kazakhstan","Yield","2001","hg/ha","25050.00","Fc"
"Kazakhstan","Yield","2000","hg/ha","33014.00","Fc"
"Kazakhstan","Yield","1999","hg/ha","14400.00","Fc"
"Kazakhstan","Yield","1998","hg/ha","7704.00","Fc"
"Kazakhstan","Yield","1997","hg/ha","11724.00","Fc"
"Kazakhstan","Yield","1996","hg/ha","12444.00","Fc"
"Kazakhstan","Yield","1995","hg/ha","8512.00","Fc"
"Kazakhstan","Yield","1994","hg/ha","8837.00","Fc"
"Kazakhstan","Yield","1993","hg/ha","8602.00","Fc"
"Kazakhstan","Yield","1992","hg/ha","15248.00","Fc"
"Kazakhstan","Production","2018","tonnes","222482.00",""
"Kazakhstan","Production","2017","tonnes","181057.00",""
"Kazakhstan","Production","2016","tonnes","188099.00",""
"Kazakhstan","Production","2015","tonnes","147561.00",""
"Kazakhstan","Production","2014","tonnes","157870.00",""
"Kazakhstan","Production","2013","tonnes","143856.00",""
"Kazakhstan","Production","2012","tonnes","129700.00",""
"Kazakhstan","Production","2011","tonnes","114654.00",""
"Kazakhstan","Production","2010","tonnes","107150.00",""
"Kazakhstan","Production","2009","tonnes","117970.00",""
"Kazakhstan","Production","2008","tonnes","94290.00",""
"Kazakhstan","Production","2007","tonnes","101660.00",""
"Kazakhstan","Production","2006","tonnes","115620.00",""
"Kazakhstan","Production","2005","tonnes","142200.00",""
"Kazakhstan","Production","2004","tonnes","148880.00",""
"Kazakhstan","Production","2003","tonnes","93100.00",""
"Kazakhstan","Production","2002","tonnes","110453.00",""
"Kazakhstan","Production","2001","tonnes","103230.00",""
"Kazakhstan","Production","2000","tonnes","144600.00",""
"Kazakhstan","Production","1999","tonnes","57600.00",""
"Kazakhstan","Production","1998","tonnes","31200.00",""
"Kazakhstan","Production","1997","tonnes","51000.00",""
"Kazakhstan","Production","1996","tonnes","56000.00",""
"Kazakhstan","Production","1995","tonnes","36600.00",""
"Kazakhstan","Production","1994","tonnes","38000.00",""
"Kazakhstan","Production","1993","tonnes","40000.00",""
"Kazakhstan","Production","1992","tonnes","77000.00",""
"Kenya","Area harvested","2018","ha","238.00",""
"Kenya","Area harvested","2017","ha","74.00",""
"Kenya","Area harvested","2016","ha","82.00",""
"Kenya","Area harvested","2015","ha","56.00",""
"Kenya","Area harvested","2014","ha","62.00",""
"Kenya","Area harvested","2013","ha","70.00",""
"Kenya","Area harvested","2012","ha","130.00",""
"Kenya","Area harvested","2011","ha","139.00",""
"Kenya","Area harvested","2010","ha","137.00",""
"Kenya","Area harvested","2009","ha","91.00",""
"Kenya","Area harvested","2008","ha","153.00",""
"Kenya","Area harvested","2007","ha","198.00",""
"Kenya","Area harvested","2006","ha","256.00",""
"Kenya","Area harvested","2005","ha","239.00",""
"Kenya","Area harvested","2004","ha","226.00",""
"Kenya","Area harvested","2003","ha","220.00",""
"Kenya","Area harvested","2002","ha","201.00",""
"Kenya","Area harvested","2001","ha","156.00",""
"Kenya","Area harvested","2000","ha","179.00",""
"Kenya","Area harvested","1999","ha","133.00",""
"Kenya","Area harvested","1998","ha","224.00",""
"Kenya","Area harvested","1997","ha","108.00",""
"Kenya","Area harvested","1996","ha","108.00",""
"Kenya","Area harvested","1995","ha","97.00",""
"Kenya","Area harvested","1994","ha","150.00","F"
"Kenya","Area harvested","1993","ha","208.00",""
"Kenya","Area harvested","1992","ha","232.00",""
"Kenya","Area harvested","1991","ha","230.00","F"
"Kenya","Yield","2018","hg/ha","17892.00","Fc"
"Kenya","Yield","2017","hg/ha","40331.00","Fc"
"Kenya","Yield","2016","hg/ha","75976.00","Fc"
"Kenya","Yield","2015","hg/ha","105179.00","Fc"
"Kenya","Yield","2014","hg/ha","97742.00","Fc"
"Kenya","Yield","2013","hg/ha","56571.00","Fc"
"Kenya","Yield","2012","hg/ha","86769.00","Fc"
"Kenya","Yield","2011","hg/ha","56043.00","Fc"
"Kenya","Yield","2010","hg/ha","87226.00","Fc"
"Kenya","Yield","2009","hg/ha","163956.00","Fc"
"Kenya","Yield","2008","hg/ha","200392.00","Fc"
"Kenya","Yield","2007","hg/ha","180000.00","Fc"
"Kenya","Yield","2006","hg/ha","177891.00","Fc"
"Kenya","Yield","2005","hg/ha","180000.00","Fc"
"Kenya","Yield","2004","hg/ha","61018.00","Fc"
"Kenya","Yield","2003","hg/ha","65545.00","Fc"
"Kenya","Yield","2002","hg/ha","58607.00","Fc"
"Kenya","Yield","2001","hg/ha","66538.00","Fc"
"Kenya","Yield","2000","hg/ha","57821.00","Fc"
"Kenya","Yield","1999","hg/ha","47519.00","Fc"
"Kenya","Yield","1998","hg/ha","68571.00","Fc"
"Kenya","Yield","1997","hg/ha","35926.00","Fc"
"Kenya","Yield","1996","hg/ha","43241.00","Fc"
"Kenya","Yield","1995","hg/ha","61134.00","Fc"
"Kenya","Yield","1994","hg/ha","53333.00","Fc"
"Kenya","Yield","1993","hg/ha","59615.00","Fc"
"Kenya","Yield","1992","hg/ha","101681.00","Fc"
"Kenya","Yield","1991","hg/ha","95652.00","Fc"
"Kenya","Production","2018","tonnes","426.00",""
"Kenya","Production","2017","tonnes","300.00",""
"Kenya","Production","2016","tonnes","623.00",""
"Kenya","Production","2015","tonnes","589.00",""
"Kenya","Production","2014","tonnes","606.00",""
"Kenya","Production","2013","tonnes","396.00",""
"Kenya","Production","2012","tonnes","1128.00",""
"Kenya","Production","2011","tonnes","779.00",""
"Kenya","Production","2010","tonnes","1195.00",""
"Kenya","Production","2009","tonnes","1492.00",""
"Kenya","Production","2008","tonnes","3066.00",""
"Kenya","Production","2007","tonnes","3564.00",""
"Kenya","Production","2006","tonnes","4554.00",""
"Kenya","Production","2005","tonnes","4302.00",""
"Kenya","Production","2004","tonnes","1379.00",""
"Kenya","Production","2003","tonnes","1442.00",""
"Kenya","Production","2002","tonnes","1178.00",""
"Kenya","Production","2001","tonnes","1038.00",""
"Kenya","Production","2000","tonnes","1035.00",""
"Kenya","Production","1999","tonnes","632.00",""
"Kenya","Production","1998","tonnes","1536.00",""
"Kenya","Production","1997","tonnes","388.00",""
"Kenya","Production","1996","tonnes","467.00",""
"Kenya","Production","1995","tonnes","593.00",""
"Kenya","Production","1994","tonnes","800.00","F"
"Kenya","Production","1993","tonnes","1240.00",""
"Kenya","Production","1992","tonnes","2359.00",""
"Kenya","Production","1991","tonnes","2200.00","F"
"Kyrgyzstan","Area harvested","2018","ha","27748.00","Im"
"Kyrgyzstan","Area harvested","2017","ha","27833.00","Im"
"Kyrgyzstan","Area harvested","2016","ha","28551.00","Im"
"Kyrgyzstan","Area harvested","2015","ha","26500.00",""
"Kyrgyzstan","Area harvested","2014","ha","26600.00",""
"Kyrgyzstan","Area harvested","2013","ha","26000.00",""
"Kyrgyzstan","Area harvested","2012","ha","24500.00",""
"Kyrgyzstan","Area harvested","2011","ha","23100.00",""
"Kyrgyzstan","Area harvested","2010","ha","23200.00",""
"Kyrgyzstan","Area harvested","2009","ha","20900.00",""
"Kyrgyzstan","Area harvested","2008","ha","20800.00",""
"Kyrgyzstan","Area harvested","2007","ha","24500.00",""
"Kyrgyzstan","Area harvested","2006","ha","24500.00",""
"Kyrgyzstan","Area harvested","2005","ha","24500.00",""
"Kyrgyzstan","Area harvested","2004","ha","24500.00",""
"Kyrgyzstan","Area harvested","2003","ha","23000.00",""
"Kyrgyzstan","Area harvested","2002","ha","22887.00",""
"Kyrgyzstan","Area harvested","2001","ha","26400.00",""
"Kyrgyzstan","Area harvested","2000","ha","26900.00",""
"Kyrgyzstan","Area harvested","1999","ha","22000.00",""
"Kyrgyzstan","Area harvested","1998","ha","27000.00",""
"Kyrgyzstan","Area harvested","1997","ha","28800.00",""
"Kyrgyzstan","Area harvested","1996","ha","23700.00",""
"Kyrgyzstan","Area harvested","1995","ha","22100.00",""
"Kyrgyzstan","Area harvested","1994","ha","26600.00",""
"Kyrgyzstan","Area harvested","1993","ha","20450.00",""
"Kyrgyzstan","Area harvested","1992","ha","19600.00",""
"Kyrgyzstan","Yield","2018","hg/ha","52216.00","Fc"
"Kyrgyzstan","Yield","2017","hg/ha","52982.00","Fc"
"Kyrgyzstan","Yield","2016","hg/ha","47312.00","Fc"
"Kyrgyzstan","Yield","2015","hg/ha","48302.00","Fc"
"Kyrgyzstan","Yield","2014","hg/ha","54511.00","Fc"
"Kyrgyzstan","Yield","2013","hg/ha","55000.00","Fc"
"Kyrgyzstan","Yield","2012","hg/ha","55918.00","Fc"
"Kyrgyzstan","Yield","2011","hg/ha","55281.00","Fc"
"Kyrgyzstan","Yield","2010","hg/ha","47845.00","Fc"
"Kyrgyzstan","Yield","2009","hg/ha","54306.00","Fc"
"Kyrgyzstan","Yield","2008","hg/ha","43702.00","Fc"
"Kyrgyzstan","Yield","2007","hg/ha","49796.00","Fc"
"Kyrgyzstan","Yield","2006","hg/ha","55673.00","Fc"
"Kyrgyzstan","Yield","2005","hg/ha","43837.00","Fc"
"Kyrgyzstan","Yield","2004","hg/ha","52449.00","Fc"
"Kyrgyzstan","Yield","2003","hg/ha","45565.00","Fc"
"Kyrgyzstan","Yield","2002","hg/ha","47625.00","Fc"
"Kyrgyzstan","Yield","2001","hg/ha","41477.00","Fc"
"Kyrgyzstan","Yield","2000","hg/ha","40892.00","Fc"
"Kyrgyzstan","Yield","1999","hg/ha","24364.00","Fc"
"Kyrgyzstan","Yield","1998","hg/ha","23593.00","Fc"
"Kyrgyzstan","Yield","1997","hg/ha","25625.00","Fc"
"Kyrgyzstan","Yield","1996","hg/ha","25865.00","Fc"
"Kyrgyzstan","Yield","1995","hg/ha","20950.00","Fc"
"Kyrgyzstan","Yield","1994","hg/ha","16880.00","Fc"
"Kyrgyzstan","Yield","1993","hg/ha","8020.00","Fc"
"Kyrgyzstan","Yield","1992","hg/ha","36735.00","Fc"
"Kyrgyzstan","Production","2018","tonnes","144889.00","Im"
"Kyrgyzstan","Production","2017","tonnes","147463.00","Im"
"Kyrgyzstan","Production","2016","tonnes","135078.00","Im"
"Kyrgyzstan","Production","2015","tonnes","128000.00",""
"Kyrgyzstan","Production","2014","tonnes","145000.00",""
"Kyrgyzstan","Production","2013","tonnes","143000.00",""
"Kyrgyzstan","Production","2012","tonnes","137000.00",""
"Kyrgyzstan","Production","2011","tonnes","127700.00",""
"Kyrgyzstan","Production","2010","tonnes","111000.00",""
"Kyrgyzstan","Production","2009","tonnes","113500.00",""
"Kyrgyzstan","Production","2008","tonnes","90900.00",""
"Kyrgyzstan","Production","2007","tonnes","122000.00",""
"Kyrgyzstan","Production","2006","tonnes","136400.00",""
"Kyrgyzstan","Production","2005","tonnes","107400.00",""
"Kyrgyzstan","Production","2004","tonnes","128500.00",""
"Kyrgyzstan","Production","2003","tonnes","104800.00",""
"Kyrgyzstan","Production","2002","tonnes","109000.00",""
"Kyrgyzstan","Production","2001","tonnes","109500.00",""
"Kyrgyzstan","Production","2000","tonnes","110000.00",""
"Kyrgyzstan","Production","1999","tonnes","53600.00",""
"Kyrgyzstan","Production","1998","tonnes","63700.00",""
"Kyrgyzstan","Production","1997","tonnes","73800.00",""
"Kyrgyzstan","Production","1996","tonnes","61300.00",""
"Kyrgyzstan","Production","1995","tonnes","46300.00",""
"Kyrgyzstan","Production","1994","tonnes","44900.00",""
"Kyrgyzstan","Production","1993","tonnes","16400.00",""
"Kyrgyzstan","Production","1992","tonnes","72000.00",""
"Land Locked Developing Countries","Area harvested","2018","ha","407853.00","A"
"Land Locked Developing Countries","Area harvested","2017","ha","333320.00","A"
"Land Locked Developing Countries","Area harvested","2016","ha","348165.00","A"
"Land Locked Developing Countries","Area harvested","2015","ha","329856.00","A"
"Land Locked Developing Countries","Area harvested","2014","ha","309233.00","A"
"Land Locked Developing Countries","Area harvested","2013","ha","314953.00","A"
"Land Locked Developing Countries","Area harvested","2012","ha","306005.00","A"
"Land Locked Developing Countries","Area harvested","2011","ha","295629.00","A"
"Land Locked Developing Countries","Area harvested","2010","ha","284653.00","A"
